Steps    Q        Qc       Rg       Backbone Rama     Contact  Fragment Membrane ER       TBM_Q    Beta     Pap      Helical  Debye_huckel Total   
0        1.00     1.00     10.06    80.42    -357.54  -74.08   -618.14  0.00     0.00     0.00     -23.45   0.00     0.00     0.74     -992.06 
1        0.95     0.99     10.11    5.05     -442.44  -87.50   -622.07  0.00     0.00     0.00     -24.37   -0.00    0.00     1.00     -1170.33
2        0.70     0.87     10.30    327.33   -386.98  -84.14   -589.21  0.00     0.00     0.00     -18.15   -0.00    0.00     1.16     -750.00 
3        0.52     0.71     10.39    305.94   -412.05  -81.07   -578.84  0.00     0.00     0.00     -13.90   -0.00    0.00     0.75     -779.18 
4        0.36     0.46     12.56    333.21   -392.25  -64.49   -572.40  0.00     0.00     0.00     -14.76   0.00     0.00     1.95     -708.73 
5        0.35     0.47     12.44    312.16   -397.52  -72.01   -575.70  0.00     0.00     0.00     -16.19   -0.00    0.00     1.74     -747.52 
6        0.35     0.48     11.82    344.69   -389.71  -67.64   -574.57  0.00     0.00     0.00     -15.90   0.00     0.00     1.60     -701.53 
7        0.35     0.45     11.87    347.12   -393.06  -83.12   -570.31  0.00     0.00     0.00     -14.58   -0.00    0.00     2.23     -711.72 
8        0.40     0.53     12.12    327.17   -384.12  -74.41   -577.22  0.00     0.00     0.00     -16.96   0.00     0.00     1.91     -723.62 
9        0.41     0.55     11.75    301.55   -382.36  -67.23   -577.51  0.00     0.00     0.00     -16.12   0.00     0.00     1.83     -739.83 
10       0.44     0.57     11.18    342.52   -387.82  -69.75   -585.38  0.00     0.00     0.00     -17.15   -0.00    0.00     1.31     -716.27 
11       0.33     0.40     12.72    322.69   -366.52  -71.32   -575.34  0.00     0.00     0.00     -17.85   0.00     0.00     1.96     -706.38 
12       0.39     0.51     11.16    290.32   -374.58  -79.82   -567.85  0.00     0.00     0.00     -16.61   -0.00    0.00     2.15     -746.39 
13       0.34     0.44     12.16    297.79   -369.08  -76.06   -576.71  0.00     0.00     0.00     -16.17   -0.00    0.00     1.08     -739.16 
14       0.24     0.28     14.53    329.45   -349.84  -60.18   -556.07  0.00     0.00     0.00     -13.08   -0.00    0.00     1.93     -647.79 
15       0.34     0.46     11.74    348.75   -388.97  -68.74   -574.64  0.00     0.00     0.00     -15.38   -0.00    0.00     1.78     -697.21 
16       0.37     0.47     11.85    341.16   -377.06  -67.70   -581.73  0.00     0.00     0.00     -15.75   -0.00    0.00     2.55     -698.52 
17       0.30     0.34     13.52    286.25   -373.50  -63.02   -576.92  0.00     0.00     0.00     -14.76   0.00     0.00     1.91     -740.04 
18       0.26     0.29     15.45    378.91   -404.87  -61.75   -574.28  0.00     0.00     0.00     -15.08   0.00     0.00     1.72     -675.34 
19       0.37     0.47     13.07    339.10   -388.53  -64.14   -583.93  0.00     0.00     0.00     -14.22   0.00     0.00     2.41     -709.30 
20       0.40     0.48     12.91    304.78   -396.79  -62.32   -577.44  0.00     0.00     0.00     -17.37   -0.00    0.00     2.61     -746.52 
21       0.35     0.41     13.25    319.00   -389.39  -69.44   -572.79  0.00     0.00     0.00     -16.86   -0.00    0.00     1.72     -727.78 
22       0.31     0.34     14.05    320.10   -387.57  -66.55   -560.22  0.00     0.00     0.00     -16.67   0.00     0.00     2.15     -708.76 
23       0.40     0.51     11.73    334.40   -396.62  -78.74   -573.92  0.00     0.00     0.00     -16.81   -0.00    0.00     2.39     -729.29 
24       0.39     0.52     11.77    303.25   -392.96  -86.20   -574.96  0.00     0.00     0.00     -14.82   -0.00    0.00     2.06     -763.63 
25       0.39     0.49     12.18    323.49   -389.04  -77.18   -584.23  0.00     0.00     0.00     -18.62   -0.00    0.00     2.77     -742.81 
26       0.39     0.52     11.46    295.14   -397.36  -75.09   -583.53  0.00     0.00     0.00     -17.45   -0.00    0.00     2.43     -775.86 
27       0.39     0.52     11.94    338.90   -368.90  -81.74   -580.00  0.00     0.00     0.00     -14.44   -0.00    0.00     2.29     -703.89 
28       0.41     0.54     10.94    285.70   -379.40  -78.44   -574.59  0.00     0.00     0.00     -16.32   -0.00    0.00     2.28     -760.77 
29       0.35     0.45     11.95    356.34   -396.33  -75.34   -587.93  0.00     0.00     0.00     -16.31   -0.00    0.00     1.77     -717.80 
30       0.36     0.45     11.71    351.34   -388.26  -66.81   -580.55  0.00     0.00     0.00     -16.68   -0.00    0.00     1.91     -699.05 
31       0.31     0.39     12.91    333.13   -394.73  -80.56   -580.08  0.00     0.00     0.00     -16.20   -0.00    0.00     0.67     -737.77 
32       0.55     0.76     10.84    311.22   -392.99  -81.70   -565.76  0.00     0.00     0.00     -11.85   -0.00    0.00     0.75     -740.31 
33       0.52     0.72     11.38    316.47   -356.68  -73.69   -582.28  0.00     0.00     0.00     -15.84   -0.00    0.00     0.76     -711.25 
34       0.26     0.32     13.62    323.85   -373.99  -59.81   -581.81  0.00     0.00     0.00     -16.35   0.00     0.00     2.08     -706.03 
35       0.28     0.30     15.07    303.56   -388.30  -61.60   -563.58  0.00     0.00     0.00     -15.61   0.00     0.00     1.99     -723.56 
36       0.39     0.50     12.41    328.45   -382.92  -68.37   -565.97  0.00     0.00     0.00     -16.21   0.00     0.00     1.17     -703.86 
37       0.26     0.27     14.18    311.25   -383.24  -64.95   -583.61  0.00     0.00     0.00     -15.79   -0.00    0.00     1.67     -734.67 
38       0.34     0.36     14.98    340.20   -389.85  -61.62   -593.03  0.00     0.00     0.00     -16.67   -0.00    0.00     2.01     -718.96 
39       0.33     0.43     12.87    295.37   -382.57  -64.16   -570.62  0.00     0.00     0.00     -16.60   0.00     0.00     2.31     -736.27 
40       0.30     0.35     13.86    300.18   -387.42  -68.19   -574.49  0.00     0.00     0.00     -17.73   0.00     0.00     1.74     -745.91 
41       0.30     0.37     12.88    308.16   -394.36  -70.27   -579.09  0.00     0.00     0.00     -16.83   -0.00    0.00     1.59     -750.79 
42       0.39     0.54     10.94    284.77   -415.47  -79.74   -600.00  0.00     0.00     0.00     -17.31   -0.00    0.00     0.89     -826.87 
43       0.52     0.69     10.50    311.64   -405.90  -83.85   -575.28  0.00     0.00     0.00     -17.79   0.00     0.00     1.08     -770.10 
44       0.38     0.48     12.94    338.17   -404.00  -73.99   -574.06  0.00     0.00     0.00     -16.79   0.00     0.00     1.24     -729.43 
45       0.39     0.54     11.03    297.44   -420.34  -72.91   -580.30  0.00     0.00     0.00     -16.46   -0.00    0.00     1.25     -791.32 
46       0.41     0.58     11.01    349.81   -423.13  -75.12   -582.12  0.00     0.00     0.00     -17.07   -0.00    0.00     1.45     -746.20 
47       0.39     0.53     12.07    297.86   -411.57  -69.93   -576.54  0.00     0.00     0.00     -13.62   0.00     0.00     1.29     -772.50 
48       0.30     0.39     12.69    323.06   -398.24  -74.51   -588.17  0.00     0.00     0.00     -16.38   -0.00    0.00     1.08     -753.17 
49       0.44     0.61     10.80    354.54   -423.04  -81.90   -584.80  0.00     0.00     0.00     -16.83   -0.00    0.00     1.17     -750.86 
50       0.36     0.45     12.11    297.69   -405.22  -74.92   -573.67  0.00     0.00     0.00     -17.37   -0.00    0.00     2.25     -771.23 
51       0.46     0.64     10.79    313.33   -394.01  -76.55   -572.39  0.00     0.00     0.00     -14.49   -0.00    0.00     1.33     -742.77 
52       0.56     0.75     10.63    312.74   -408.04  -78.78   -593.76  0.00     0.00     0.00     -16.67   -0.00    0.00     1.09     -783.42 
53       0.49     0.65     11.04    325.59   -437.46  -82.83   -589.68  0.00     0.00     0.00     -18.41   0.00     0.00     2.45     -800.33 
54       0.44     0.63     11.04    310.78   -400.42  -78.66   -582.43  0.00     0.00     0.00     -20.55   0.00     0.00     1.26     -770.02 
55       0.39     0.52     12.47    308.81   -413.81  -69.99   -565.42  0.00     0.00     0.00     -14.69   -0.00    0.00     2.50     -752.60 
56       0.38     0.47     12.19    269.26   -387.92  -72.66   -584.05  0.00     0.00     0.00     -16.20   -0.00    0.00     2.16     -789.42 
57       0.55     0.73     10.88    282.97   -392.89  -80.31   -585.97  0.00     0.00     0.00     -14.51   -0.00    0.00     2.28     -788.41 
58       0.38     0.53     10.86    314.97   -399.55  -87.07   -578.44  0.00     0.00     0.00     -13.76   -0.00    0.00     1.56     -762.28 
59       0.35     0.45     11.79    310.68   -390.75  -71.36   -584.74  0.00     0.00     0.00     -16.28   -0.00    0.00     1.51     -750.95 
60       0.42     0.53     12.63    306.22   -399.93  -57.35   -589.45  0.00     0.00     0.00     -17.15   0.00     0.00     1.73     -755.93 
61       0.38     0.50     10.89    287.86   -413.24  -83.75   -593.32  0.00     0.00     0.00     -16.13   -0.00    0.00     1.26     -817.32 
62       0.44     0.56     10.90    295.11   -401.26  -87.07   -571.22  0.00     0.00     0.00     -15.33   -0.00    0.00     1.62     -778.16 
63       0.42     0.58     11.86    273.40   -421.23  -70.07   -596.09  0.00     0.00     0.00     -17.91   0.00     0.00     1.38     -830.53 
64       0.32     0.38     14.14    317.61   -423.93  -69.06   -582.85  0.00     0.00     0.00     -17.76   -0.00    0.00     2.22     -773.77 
65       0.30     0.35     13.77    311.46   -415.15  -70.71   -567.61  0.00     0.00     0.00     -16.08   0.00     0.00     1.69     -756.40 
66       0.32     0.36     13.71    302.38   -402.07  -60.51   -573.08  0.00     0.00     0.00     -17.01   0.00     0.00     1.86     -748.44 
67       0.29     0.31     13.82    296.78   -416.03  -67.55   -575.94  0.00     0.00     0.00     -17.36   0.00     0.00     1.83     -778.28 
68       0.41     0.53     11.27    286.35   -413.13  -78.61   -581.03  0.00     0.00     0.00     -17.01   0.00     0.00     1.75     -801.68 
69       0.43     0.56     12.18    271.54   -419.85  -68.07   -581.94  0.00     0.00     0.00     -13.82   0.00     0.00     2.57     -809.58 
70       0.55     0.74     10.79    290.71   -407.04  -78.05   -589.47  0.00     0.00     0.00     -20.60   0.00     0.00     0.69     -803.77 
71       0.43     0.62     11.41    300.31   -420.30  -77.92   -577.12  0.00     0.00     0.00     -15.82   -0.00    0.00     1.48     -789.36 
72       0.48     0.66     11.18    323.96   -439.68  -79.70   -595.30  0.00     0.00     0.00     -17.93   -0.00    0.00     1.72     -806.94 
73       0.43     0.59     11.42    269.55   -435.71  -71.79   -587.89  0.00     0.00     0.00     -17.32   -0.00    0.00     1.38     -841.78 
74       0.41     0.55     12.32    285.75   -431.35  -70.31   -592.79  0.00     0.00     0.00     -16.94   0.00     0.00     1.59     -824.06 
75       0.49     0.68     11.00    281.95   -417.32  -72.69   -592.61  0.00     0.00     0.00     -16.45   -0.00    0.00     1.69     -815.43 
